id,name,size.bytecode,size.static
191,tsf_mutex_init,32,536
192,gpc_threaded_supported,24,520
193,gpc_threaded_from_intable,93,912
194,gpc_threaded_destroy,125,920
195,gpc_threaded_run,139,952
196,gpc_intable_from_proto,2597,3888
197,back_branch_action,252,1120
198,fore_branch_action,136,936
199,st_aa_free,117,1008
200,st_aa_append,807,1672
201,gpc_intable_clone,1233,2248
202,correct_branch,224,968
203,gpc_intable_destroy,142,1096
204,gpc_intable_run,131290,72872
205,copy_htonc,67,552
206,copy_htons,96,576
207,copy_htonl,152,624
208,copy_htonll,264,736
209,tsf_cond_alloc,183,976
210,tsf_region_alloc,608,1192
211,read_tsf_integer,1255,872
212,read_tsf_long,1661,880
213,size_of_encoded_tsf_integer,184,592
214,size_of_encoded_tsf_unsigned,178,584
215,size_of_encoded_tsf_long,184,592
216,read_tsf_unsigned,943,816
217,size_of_tsf_integer,367,616
218,size_of_tsf_long,391,624
219,write_tsf_integer,1098,856
220,write_tsf_unsigned,730,784
221,write_tsf_long,1511,960
222,skip_string,265,640
223,tsf_region_create,392,1064
224,tsf_region_add_cback,313,1104
225,tsf_region_free,324,1192
226,gpc_instruction_static_size,5837,2496
227,gpc_instruction_size,299,1360
228,gpc_instruction_stack_effects,5837,1712
229,gpc_instruction_to_string,7005,2496
230,gpc_instruction_for_all_back_branches,334,1016
231,gpc_instruction_for_all_forward_branches,764,2032
232,gpc_instruction_for_all_branches,310,1104
233,gpc_instruction_is_return,118,560
234,gpc_instruction_is_continuous,198,936
235,gpc_program_from_proto,207,1088
236,gpc_program_from_intable,563,1312
237,gpc_program_destroy,114,992
238,gpc_program_run,135,968
239,gpc_proto_create,244,1056
240,gpc_proto_destroy,149,984
241,gpc_proto_reserve,461,1224
242,gpc_proto_append,1001,1544
243,gpc_proto_append_tableset_local_to_field,650,1296
244,gpc_proto_append_tablejump_local,565,1216
245,gpc_proto_append_tablejump_field,650,1296
246,gpc_proto_print,971,2056
247,gpc_intable_get_stack_heights,1496,2416
248,worklist_init,105,576
249,push,233,1016
250,pop,247,1016
251,branch_action,151,952
252,worklist_done,134,888
253,worklist_push,713,1232
254,worklist_pop,159,576
255,tsf_serial_in_man_create,618,1488
256,tsf_serial_in_man_destroy,193,1088
257,tsf_serial_in_man_read_existing_buffer,2673,3280
258,tsf_serial_out_man_create,466,1312
259,write_reset,123,944
260,tsf_serial_out_man_destroy,97,968
261,tsf_serial_out_man_write_type,250,1104
262,write_command,138,960
263,tsf_serial_out_man_write,1715,2176
264,tsf_type_in_map_create,23,824
265,tsf_type_in_map_create_in,271,1088
266,tsf_cond_alloc,183,976
267,tsf_region_alloc,607,1192
268,tsf_type_in_map_from_type_out_map,85,904
269,tsf_type_in_map_from_type_out_map_in,646,1560
