id,name,size.bytecode,size.static
644,scalbn,176,984
645,__floatscan,4829,8760
646,hexfloat,1401,3600
647,scanexp,602,1712
648,mbrtowc,368,752
649,mbsinit,20,544
650,vfscanf,3085,9968
651,long_double_not_supported,30,856
652,vsnprintf,180,1152
653,sn_write,184,1176
654,vsprintf,21,840
655,vsscanf,89,1024
656,string_read,95,1064
657,atoi,177,648
658,strtod,117,1096
659,strtoul,124,1112
660,strtol,125,1112
661,memchr,371,800
662,memcmp,75,584
663,memcpy,1000,1824
664,memmove,1218,2168
665,memset,393,1200
666,strcat,25,920
667,strchr,31,864
668,__strchrnul,354,1144
669,strcmp,105,600
670,__stpcpy,374,776
671,strcpy,17,840
672,strcspn,241,1104
673,strdup,48,960
674,strlen,179,648
675,strncmp,144,624
676,strnlen,27,880
677,strpbrk,27,864
678,strspn,249,768
679,strstr,359,1320
680,fourbyte_strstr,180,648
681,twoway_strstr,999,2080
682,strtok,131,1032
683,__multi3,116,640
