id,name,size.bytecode,size.static
158,intckPrepareFmt,267,1184
159,intckGetAutoIndex,244,1168
160,intckExec,160,1088
161,intckIsIndex,278,1184
162,intckSaveErrmsg,185,1144
163,sqlite3_intck_message,393,1256
164,sqlite3_intck_error,203,592
165,sqlite3_intck_unlock,358,1352
166,intckSaveKey,3216,4840
167,deduceDatabaseType,1043,2072
168,close_db,156,1088
169,ePrintfUtf8,279,1336
170,getEmitStreamInfo,730,1416
171,shellDeleteFile,93,920
172,main,15217,17584
173,consoleClassifySetup,620,1304
174,consoleRestore,4,512
175,sayAbnormalExit,47,848
176,interrupt_handler,228,952
177,cli_strncmp,231,976
178,main_init,496,1696
179,verify_uninitialized,98,968
180,shell_check_oom,111,880
181,cli_strcmp,215,952
182,cmdline_option_value,273,1008
183,integerValue,1156,1336
184,open_db,4033,5408
185,process_sqliterc,838,1848
186,fPrintfUtf8,286,1336
187,usage,177,1056
188,do_meta_command,100817,87640
189,shell_exec,3936,4936
190,ePutsUtf8,314,1368
191,echo_group_input,134,920
192,fPutsUtf8,320,1368
193,printBold,110,904
194,find_home_dir,582,1224
195,strlen30,183,584
196,process_input,4214,4312
197,expertFinish,1066,2624
198,set_table_name,1060,1520
199,output_reset,439,1360
200,clearTempFile,265,1048
201,streamOfConsole,162,1024
202,consoleRenewSetup,5,512
203,shellLog,233,1088
204,shell_out_of_memory,36,864
205,hexDigitValue,588,608
206,shellStrtod,199,1072
207,shellDtostr,452,1352
208,shellAddSchemaName,1677,2664
209,shellModuleSchema,347,1328
210,shellPutsFunc,155,1088
211,shellUSleepFunc,157,1104
212,editFunc,3238,4120
213,readFile,757,1784
214,readHexDb,3823,3752
215,safeModeAuth,424,1248
216,find_xdg_config,389,1240
217,__isspace,143,552
218,resolve_backslashes,3216,4360
219,booleanValue,928,1520
220,shellAuth,650,1600
221,failIfSafeMode,242,1120
222,setBinaryMode,146,904
223,setTextMode,145,904
224,test_breakpoint,109,848
225,setOrClearFlag,185,1008
226,testcase_glob,4083,2528
227,oPrintfUtf8,279,1336
228,tryToClone,518,2088
229,outputDumpWarning,358,1192
230,oPutsUtf8,314,1368
231,run_schema_dump_query,724,1784
232,run_table_dump_query,1501,2296
233,expertDotCommand,1758,2392
234,optionMatch,345,984
235,callback,133,960
236,showHelp,3382,3008
237,ascii_read_one_field,727,1400
238,csv_read_one_field,2982,2576
239,output_c_string,1211,2696
240,import_cleanup,259,1048
241,import_append_char,350,1144
242,zAutoColumn,2167,3728
243,intckDatabaseCmd,754,1760
244,lintDotCommand,412,1376
245,output_file_close,227,896
246,output_file_open,384,1312
247,outputModePush,335,680
248,newTempFile,673,1560
249,output_redir,189,944
250,bind_table_init,526,1736
251,progress_handler,478,1144
252,shell_strncpy,344,680
253,openChrSource,403,1160
254,initText,77,552
255,appendText,1684,1704
256,quoteChar,707,1184
257,freeText,97,968
258,createSelftestTable,265,1384
259,captureOutputCallback,557,1304
260,display_stats,4398,6152
261,shellDatabaseError,123,1000
262,faultsim_callback,774,1168
263,sql_trace_callback,1261,1616
264,expertHandleSQL,353,1312
265,save_err_msg,431,1552
266,disable_debug_trace_modes,269,1160
267,eqp_render,551,1344
268,eqp_append,607,1472
269,explain_data_prepare,2403,3680
270,exec_prepared_stmt,2296,2376
271,explain_data_delete,140,968
272,restore_debug_trace_modes,146,992
273,bind_prepared_stmt,978,2160
274,display_scanstats,40,536
275,setLexemeOpen,219,624
276,trackParenLevel,125,592
277,one_input_line,501,1352
278,line_is_command_terminator,534,1248
279,line_is_complete,282,1040
280,quickscan,2565,4360
281,runOneSqlLine,1279,2448
282,outputModePop,334,680
283,setOutputStream,85,904
284,memtraceMalloc,228,1112
285,memtraceFree,274,1112
286,memtraceRealloc,415,1344
287,memtraceSize,96,920
288,memtraceRoundup,96,920
289,memtraceInit,96,920
290,memtraceShutdown,93,896
291,pcachetraceInit,342,1176
292,pcachetraceShutdown,196,1024
293,pcachetraceCreate,430,1320
294,pcachetraceCachesize,226,1064
295,pcachetracePagecount,342,1176
296,pcachetraceFetch,430,1320
297,pcachetraceUnpin,256,1128
298,pcachetraceRekey,286,1176
299,pcachetraceTruncate,226,1064
300,pcachetraceDestroy,196,1024
301,pcachetraceShrink,197,1024
302,KeccakF1600Step,25352,8048
303,decimalFromDouble,1019,1744
304,decimal_expand,676,1456
305,skipNonB64,394,632
306,putcs,158,640
307,skipNonB85,512,648
308,seriesConnect,334,1224
309,seriesBestIndex,2534,2264
310,seriesDisconnect,81,896
311,seriesOpen,338,1048
312,seriesClose,81,896
313,seriesFilter,2008,2024
314,setupSequence,1779,1432
315,seriesNext,107,912
316,progressSequence,574,688
317,seriesEof,120,560
318,seriesColumn,294,1000
319,seriesRowid,187,592
320,genSeqMember,408,664
321,re_next_char_nocase,207,928
322,re_next_char,2739,1120
323,re_resize,396,1160
324,re_append,127,952
325,re_subcompile_re,575,1416
326,re_add_state,319,656
327,re_word_char,370,584
328,re_digit_char,133,544
329,re_space_char,328,576
330,re_insert,641,1248
331,re_subcompile_string,4750,8480
332,rePeek,184,568
333,re_copy,463,1240
334,re_esc_char,1567,1824
335,re_hex,496,648
336,fileStat,95,912
337,fsdirConnect,352,1232
338,fsdirBestIndex,1182,1128
339,fsdirDisconnect,81,896
340,fsdirOpen,237,1064
341,fsdirClose,110,984
342,fsdirResetCursor,476,1344
343,fsdirFilter,1018,1976
344,fsdirSetErrmsg,120,968
345,fileLinkStat,95,912
346,fsdirNext,1924,2520
347,fsdirEof,94,560
348,fsdirColumn,979,2168
349,fsdirRowid,93,584
350,completionConnect,358,1240
351,completionBestIndex,937,1280
352,completionDisconnect,81,896
353,completionOpen,347,1064
354,completionClose,96,968
355,completionCursorReset,235,1152
356,completionFilter,1626,2144
357,completionNext,2319,4040
358,completionEof,93,560
359,completionColumn,302,1424
360,completionRowid,92,576
361,apndOpen,1038,2008
362,apndIsOrdinaryDatabaseFile,332,1216
363,apndReadMark,815,1528
364,apndDelete,142,976
365,apndAccess,158,992
366,apndFullPathname,157,992
367,apndDlOpen,126,952
368,apndDlError,138,952
369,apndDlSym,141,976
370,apndDlClose,122,936
371,apndRandomness,141,976
372,apndSleep,125,952
373,apndCurrentTime,126,952
374,apndGetLastError,141,976
375,apndCurrentTimeInt64,126,952
376,apndSetSystemCall,141,976
377,apndGetSystemCall,125,952
378,apndNextSystemCall,126,952
379,apndIsAppendvfsDatabase,469,1200
380,apndClose,128,936
381,apndRead,215,1016
382,apndWrite,585,1304
383,apndWriteMark,681,1576
384,apndTruncate,287,1096
385,apndSync,144,952
386,apndFileSize,194,600
387,apndLock,144,952
388,apndUnlock,144,952
389,apndCheckReservedLock,144,952
390,apndFileControl,418,1248
391,apndSectorSize,127,936
392,apndDeviceCharacteristics,128,936
393,apndShmMap,192,1016
394,apndShmLock,175,992
395,apndShmBarrier,124,912
396,apndShmUnmap,144,952
397,apndFetch,394,1088
398,apndUnfetch,203,1000
399,expertConnect,604,1784
400,expertDequote,891,1656
401,expertBestIndex,1788,2336
402,idxNewConstraint,350,1432
403,expertDisconnect,95,904
404,expertOpen,145,984
405,expertClose,118,1000
406,expertFilter,365,1280
407,expertNext,331,1384
408,expertEof,93,560
409,expertColumn,202,1048
410,expertRowid,67,560
411,expertUpdate,60,560
412,idxFindConstraint,223,640
413,idxCreateFromCons,2116,3208
414,idxFindCompatible,1675,2752
415,idxAppendColDefn,743,1640
416,idxIdentifierRequiresQuotes,870,1120
417,countNonzeros,257,616
418,idxHashString,247,664
419,idxHashFind,574,1608
420,intckGetToken,1653,824
421,intckIsSpace,302,568
422,intckStep,147,952
423,isValidStreamInfo,97,552
424,isKnownWritable,274,616
425,shellFakeSchema,1165,2328
426,fGetsUtf8,178,952
427,tryToCloneData,2816,4816
428,tryToCloneSchema,2258,3880
429,shellPreparePrintf,285,1208
430,shellFinalize,260,1216
431,dump_callback,3544,4232
432,shell_error_context,1423,1912
433,shell_callback,20663,17320
434,anyOfInStr,427,1208
435,zSkipValidUtf8,1466,1480
436,oPutbUtf8,183,1056
437,rc_err_oom_die,219,1224
438,db_int,285,1192
439,lintFkeyIndexes,2791,4488
440,displayStatLine,699,1360
441,shellPrepare,277,1304
442,printSchemaLine,894,1792
443,tableColumnList,2103,3208
444,freeColumnList,240,1040
445,toggleSelectOrder,383,1296
446,utf8_width_print,974,1216
447,print_dashes,432,1200
448,strlenChar,252,624
449,printSchemaLineN,200,1016
450,wsToEol,568,1056
451,output_html_string,1540,2376
452,output_csv,663,1512
453,output_quoted_string,1098,1648
454,output_quoted_escaped_string,2449,4784
455,output_hex_blob,535,1304
456,isNumber,1973,928
457,output_json_string,1411,2912
458,unused_string,421,1384
459,designateEmitStream,446,1136
460,shellFkeyCollateClause,670,2168
461,eqp_reset,223,1120
462,eqp_render_level,710,1576
463,str_in_array,317,1072
464,exec_prepared_stmt_columnar,11557,9920
465,eqp_next_row,296,648
466,translateForDisplayAndDup,3644,2304
467,quoted_column,681,2240
468,print_row_separator,380,1368
469,print_box_row_separator,394,1408
470,print_box_line,496,1232
471,local_getline,966,1472
472,dynamicContinuePrompt,890,1512
473,beginTimer,80,928
474,endTimer,357,1448
475,doAutoDetectRestore,1546,2720
476,timeOfDay,595,1536
477,timeDiff,165,816
478,sqlite3_status64,552,1192
479,sqlite3MisuseError,94,912
480,sqlite3Pcache1Mutex,23,528
481,sqlite3MallocMutex,24,528
482,sqlite3ReportError,164,1088
483,sqlite3_db_status,3628,4264
484,sqlite3LookasideUsed,356,1272
485,sqlite3BtreeEnterAll,261,664
486,sqlite3BtreePager,56,544
487,sqlite3PagerMemUsed,255,1064
488,sqlite3BtreeConnectionCount,56,552
489,sqlite3_msize,176,928
490,sqlite3DeleteTrigger,329,1352
491,sqlite3DeleteTable,262,952
492,sqlite3VdbeDelete,304,1096
493,sqlite3PagerCacheStat,245,632
494,countLookasideSlots,148,576
495,sqlite3PcachePagecount,103,928
496,sqlite3MallocSize,97,920
497,sqlite3DeleteTriggerStep,393,1496
498,sqlite3DbFree,136,896
499,sqlite3ExprDelete,136,896
500,sqlite3IdListDelete,304,1120
501,deleteTable,707,1648
502,sqlite3VdbeClearObject,784,1784
503,sqlite3DbNNFreeNN,466,1072
504,sqlite3_vfs_find,322,1112
505,sqlite3_initialize,962,1616
506,sqlite3MallocInit,453,1072
507,sqlite3RegisterBuiltinFunctions,53,984
508,sqlite3PcacheInitialize,111,936
509,sqlite3OsInit,174,1024
510,sqlite3MemdbInit,296,1048
511,sqlite3PCacheBufferSetup,570,784
512,hasHighPrecisionDouble,488,1720
513,sqlite3_vfs_register,339,1152
514,vfsUnlink,479,608
515,sqlite3_release_memory,39,536
516,sqlite3_soft_heap_limit64,718,1280
517,sqlite3StatusValue,85,552
518,sqlite3_memory_used,104,936
519,sqlite3_hard_heap_limit64,380,1008
520,sqlite3_malloc,204,1000
521,sqlite3Malloc,306,1032
522,mallocWithAlarm,747,1608
523,sqlite3_malloc64,129,992
524,sqlite3_free,249,1128
525,sqlite3StatusDown,101,560
526,sqlite3_realloc,210,1032
527,sqlite3Realloc,1065,1816
528,sqlite3StatusHighwater,204,576
529,sqlite3MallocAlarm,138,888
530,sqlite3StatusUp,317,592
531,sqlite3_realloc64,146,1024
532,sqlite3_str_vappendf,24753,15472
533,sqlite3_str_append,314,1024
534,getIntArg,243,968
535,printfTempBuf,483,1160
536,getDoubleArg,248,976
537,sqlite3FpDecode,6263,6480
538,sqlite3Strlen30,169,936
539,getTextArg,235,968
540,sqlite3_str_appendchar,407,1104
541,sqlite3StrAccumEnlarge,1355,1744
542,sqlite3DbMallocSize,384,1032
543,sqlite3_str_appendall,110,992
544,sqlite3RecordErrorOffsetOfExpr,305,608
545,sqlite3RecordErrorByteOffset,471,1096
546,sqlite3_str_appendf,107,920
547,enlargeAndAppend,261,1096
548,sqlite3_value_int64,83,896
549,sqlite3StrAccumSetError,226,1056
550,sqlite3DbMallocRaw,204,992
551,sqlite3_value_double,83,896
552,dekkerMul2,641,848
553,sqlite3_value_text,97,904
554,sqlite3_str_reset,241,1000
555,sqlite3DbRealloc,553,1096
556,sqlite3DbFreeNN,511,1072
557,sqlite3_str_finish,215,1024
558,sqlite3StrAccumFinish,310,1000
559,strAccumFinishRealloc,347,1144
560,sqlite3_str_value,190,600
561,sqlite3_str_new,270,1056
562,sqlite3StrAccumInit,199,680
563,sqlite3_vmprintf,260,1176
564,sqlite3_mprintf,155,1032
565,sqlite3_vsnprintf,290,1144
566,sqlite3_snprintf,290,1136
567,sqlite3_log,160,928
568,renderLogMsg,247,1200
569,sqlite3_randomness,1079,1824
570,sqlite3OsRandomness,303,1144
571,chacha_block,4736,1648
572,sqlite3_stricmp,278,968
573,sqlite3StrICmp,361,672
574,sqlite3_strnicmp,736,760
575,sqlite3_os_init,305,1136
576,unixTempFileInit,73,936
577,unixOpen,3419,3616
578,findReusableFd,850,1312
579,unixGetTempname,550,1488
580,findCreateFileMode,868,1520
581,robust_open,1077,1936
582,sqlite3CantopenError,95,912
583,unixLogErrorAtLine,303,1200
584,robustFchown,53,568
585,fillInUnixFile,1118,2128
586,unixDelete,544,1456
587,full_fsync,107,944
588,robust_close,232,1088
589,unixAccess,428,1136
590,unixFullPathname,608,1520
591,appendAllPathElements,506,1104
592,unixRandomness,514,1408
593,unixSleep,185,1008
594,unixCurrentTime,179,1200
595,unixCurrentTimeInt64,185,1040
596,unixGetLastError,64,568
597,unixSetSystemCall,861,1288
598,unixGetSystemCall,291,1040
599,unixNextSystemCall,527,1104
600,memdbFromDbSchema,371,1176
601,sqlite3FindDbName,460,1184
602,sqlite3BtreeGetPageSize,56,552
603,sqlite3_prepare_v2,170,1016
604,sqlite3_step,751,1848
605,sqlite3_column_int64,142,1064
606,sqlite3_reset,318,1216
607,sqlite3_exec,2628,3432
608,sqlite3_column_int,134,1056
609,sqlite3PagerGet,144,984
610,sqlite3PagerGetData,48,544
611,sqlite3PagerUnref,120,880
612,sqlite3_finalize,400,1400
613,sqlite3_file_control,995,3184
614,memdbEnter,32,536
615,memdbLeave,33,536
616,sqlite3LockAndPrepare,719,1632
617,vdbeSafetyNotNull,182,984
618,sqlite3Step,2011,2184
619,sqlite3Reprepare,419,1496
620,sqlite3DbStrDup,311,1144
621,sqlite3ApiExit,173,960
622,columnMem,423,1120
623,columnMallocFailure,173,960
624,invokeProfileCallback,430,1256
625,sqlite3VdbeReset,523,1256
626,sqlite3VdbeRewind,205,672
627,sqlite3SafetyCheckOk,290,1040
628,sqlite3Error,202,960
629,sqlite3_column_count,151,576
630,sqlite3_column_name,103,920
631,sqlite3_column_text,134,1056
632,sqlite3_column_type,134,1056
633,sqlite3OomFault,556,1192
634,sqlite3VdbeFinalize,184,1032
635,sqlite3_errmsg,456,1376
636,sqlite3_value_int,88,896
637,sqlite3PagerUnrefNotNull,141,912
638,vdbeSafety,176,944
639,sqlite3LeaveMutexAndCloseZombie,1974,2864
640,sqlite3_deserialize,1153,1944
641,sqlite3_backup_init,752,1648
642,sqlite3ErrorWithMsg,430,1336
643,sqlite3MallocZero,182,1008
644,findBtree,566,1576
645,checkReadTransaction,165,1040
646,sqlite3SystemError,268,976
647,sqlite3ValueNew,187,984
648,sqlite3VMPrintf,314,1200
649,sqlite3OomClear,258,656
650,sqlite3ValueSetStr,210,968
651,sqlite3ErrorFinish,167,1016
652,sqlite3ParseObjectInit,320,1184
653,sqlite3OpenTempDatabase,516,1360
654,sqlite3ParseObjectReset,683,1512
655,sqlite3BtreeTxnState,127,552
656,sqlite3_backup_step,5013,5440
657,sqlite3BtreeEnter,68,552
658,isFatalError,153,560
659,sqlite3BtreeBeginTrans,475,1240
660,setDestPgsz,133,1016
661,sqlite3PagerGetJournalMode,61,544
662,sqlite3PagerIsMemdb,139,568
663,sqlite3BtreeLastPage,86,904
664,backupOnePage,1212,2160
665,attachBackupObject,168,1032
666,sqlite3BtreeNewDb,140,1016
667,sqlite3BtreeUpdateMeta,325,1216
668,sqlite3ResetAllSchemasOfConnection,484,1256
669,sqlite3BtreeSetVersion,651,1344
670,sqlite3PagerFile,48,544
671,sqlite3PagerPagecount,68,560
672,sqlite3PagerWrite,427,1160
673,sqlite3PagerCommitPhaseOne,883,1888
674,sqlite3OsWrite,155,992
675,backupTruncateFile,217,1056
676,sqlite3PagerSync,339,1120
677,sqlite3PagerTruncateImage,61,552
678,sqlite3BtreeCommitPhaseTwo,389,1264
679,sqlite3BtreeCommitPhaseOne,479,1312
680,btreeBeginTrans,3189,2984
681,sqlite3Get4byte,193,584
682,sqlite3PagerOpenSavepoint,211,968
683,sqlite3BtreeSetPageSize,774,1424
684,btreePagecount,48,544
685,sqlite3PagerGetExtra,49,544
686,sqlite3Put4byte,156,600
687,sqlite3PagerBackupPtr,54,536
688,newDatabase,807,1600
689,sqlite3SchemaClear,859,1664
690,sqlite3VtabUnlockList,240,1056
691,sqlite3CollapseDatabaseArray,884,1432
692,subjournalPageIfRequired,134,992
693,pagerWriteLargeSector,1647,1984
694,pager_write,790,1456
695,sqlite3FaultSim,177,936
696,pagerFlushOnCommit,285,1000
697,sqlite3BackupRestart,136,576
698,pager_incr_changecounter,345,1248
699,writeSuperJournal,1643,2008
700,syncJournal,1728,2168
701,sqlite3PcacheDirtyList,206,968
702,pager_write_pagelist,1377,1856
703,sqlite3PcacheCleanAll,139,992
704,pager_truncate,836,1584
705,sqlite3OsFileSize,118,952
706,sqlite3OsTruncate,123,944
707,sqlite3OsFileControl,217,992
708,sqlite3OsSync,155,960
709,sqlite3PagerCommitPhaseTwo,437,1144
710,btreeClearHasContent,100,928
711,btreeEndTransaction,456,1176
712,autoVacuumCommit,1995,2600
713,sqlite3_backup_finish,826,1496
714,sqlite3BtreeRollback,564,1656
715,saveAllCursors,513,1096
716,sqlite3BtreeTripAllCursors,553,1408
717,sqlite3PagerRollback,679,1296
718,btreeGetPage,250,1152
719,btreeSetNPage,182,1048
720,releasePageOne,82,888
721,connectionIsBusy,377,1176
722,sqlite3RollbackAll,878,1744
723,sqlite3CloseSavepoints,249,1088
724,sqlite3BtreeClose,645,1584
725,functionDestroy,249,1064
726,sqlite3HashClear,275,1136
727,sqlite3VtabEponymousTableClear,209,984
728,sqlite3VtabModuleUnref,235,1056
729,sqlite3ValueFree,155,992
730,sqlite3OsCurrentTimeInt64,407,1480
731,sqlite3VdbeHalt,4031,3400
732,sqlite3VdbeTransferError,493,1360
733,apiHandleError,242,1048
734,sqlite3VdbeMemRelease,144,904
735,vdbeMemClear,219,1048
736,sqlite3_value_blob,373,1048
737,sqlite3VdbeMemExpandBlob,446,1176
738,sqlite3VdbeMemGrow,1170,1840
739,sqlite3ValueText,416,1008
740,sqlite3_value_bytes,97,904
741,sqlite3ValueBytes,686,1056
742,valueBytes,179,968
743,sqlite3_value_bytes16,97,904
744,sqlite3VdbeRealValue,321,992
745,memRealValue,166,976
746,sqlite3VdbeIntValue,340,1032
747,sqlite3RealToI64,279,1024
748,memIntValue,161,976
749,sqlite3_value_subtype,143,568
750,valueToText,752,1360
751,sqlite3_value_text16,96,904
752,sqlite3_value_type,95,552
753,sqlite3_value_encoding,61,544
754,sqlite3_value_dup,769,1312
755,sqlite3VdbeMemMakeWriteable,424,1104
756,vdbeMemAddTerminator,359,1088
757,sqlite3_value_free,75,880
758,sqlite3_result_blob,141,944
759,setResultStrOrError,375,1264
760,sqlite3VdbeMemSetStr,2222,2256
761,sqlite3_result_error_toobig,145,920
762,sqlite3_result_error_nomem,130,1000
763,sqlite3VdbeChangeEncoding,297,1008
764,sqlite3VdbeMemTooBig,268,624
765,sqlite3_result_blob64,242,976
766,invokeValueDestructor,219,1024
767,sqlite3_result_double,102,904
768,sqlite3VdbeMemSetDouble,153,1040
769,sqlite3VdbeMemSetNull,146,904
770,sqlite3IsNaN,216,600
771,sqlite3_result_error,170,952
772,sqlite3ErrorToParser,239,624
773,sqlite3VdbeMemClearAndResize,259,1000
774,sqlite3VdbeMemHandleBom,813,1320
775,sqlite3_result_int,111,904
776,sqlite3VdbeMemSetInt64,186,936
777,vdbeReleaseAndSetInt64,124,944
778,sqlite3_result_int64,101,896
779,sqlite3_result_null,82,880
780,vdbeMemClearExternAndSetNull,244,1080
781,sqlite3VdbeMemSetPointer,336,1064
782,sqlite3NoopDestructor,33,536
783,sqlite3_result_subtype,140,584
784,sqlite3_result_text,141,944
785,sqlite3_result_text64,424,1152
786,sqlite3VdbeMemZeroTerminateIfAble,830,1112
787,sqlite3RCStrUnref,211,912
788,sqlite3_result_value,197,1144
789,sqlite3VdbeMemCopy,491,1208
790,sqlite3VdbeMemTranslate,8178,3536
791,sqlite3_result_zeroblob,171,912
792,sqlite3_result_zeroblob64,258,1040
793,sqlite3VdbeMemSetZeroBlob,232,1016
794,sqlite3_result_error_code,241,1040
795,sqlite3ErrStr,410,624
796,sqlite3ErrorMsg,561,1304
797,sqlite3VdbeList,1999,2736
798,sqlite3VdbeExec,103835,80248
799,doWalCallbacks,53,552
800,sqlite3_sql,129,568
801,sqlite3VdbeDb,48,536
802,sqlite3VdbePrepareFlags,62,544
803,sqlite3VdbeSwap,702,1480
804,sqlite3TransferBindings,302,1112
805,sqlite3VdbeResetStepResult,50,544
806,sqlite3_user_data,55,552
807,sqlite3_context_db_handle,55,544
808,sqlite3VdbeValueListFree,75,880
809,sqlite3BtreeNext,491,1120
810,sqlite3BtreeFirst,234,1056
811,sqlite3BtreeEof,90,544
812,sqlite3BtreePayloadSize,91,920
813,sqlite3VdbeMemFromBtreeZeroOffset,295,1184
814,sqlite3GetVarint32,630,1160
815,sqlite3VdbeSerialGet,1427,1888
816,sqlite3_aggregate_context,196,984
817,createAggContext,350,1176
818,sqlite3_get_auxdata,344,704
819,sqlite3_set_auxdata,839,1576
820,sqlite3DbMallocZero,198,1032
821,sqlite3_column_blob,133,1056
822,columnNullValue,17,520
823,sqlite3_column_bytes,134,1056
824,sqlite3_column_double,142,1072
825,sqlite3_column_value,266,1056
826,columnName,1206,1408
827,sqlite3_column_decltype,107,928
828,sqlite3_bind_blob,174,984
829,bindText,654,1624
830,vdbeUnbind,717,1576
831,sqlite3_bind_double,225,1104
832,sqlite3_bind_int,124,936
833,sqlite3_bind_int64,226,1096
834,sqlite3_bind_null,148,952
835,sqlite3_bind_text,174,984
836,sqlite3_bind_value,667,1776
837,sqlite3_bind_zeroblob,222,1096
838,sqlite3_bind_parameter_count,147,560
839,sqlite3_bind_parameter_name,192,968
840,sqlite3VListNumToName,403,664
841,sqlite3VdbeParameterIndex,238,984
842,sqlite3VListNameToNum,495,1224
843,sqlite3VdbeMemMove,293,1056
844,sqlite3_db_handle,115,552
845,sqlite3_stmt_readonly,151,568
846,sqlite3_stmt_isexplain,151,568
847,sqlite3_stmt_explain,1042,1288
848,sqlite3_stmt_status,432,1152
849,sqlite3_expanded_sql,196,1056
850,sqlite3VdbeExpandSql,3289,3504
851,findNextHostParameter,344,1112
852,sqlite3GetInt32,2182,1536
853,sqlite3_value_numeric_type,197,1072
854,applyNumericAffinity,507,1248
855,sqlite3AtoF,8944,5600
856,alsoAnInt,306,1216
857,sqlite3VdbeIntegerAffinity,471,1032
858,sqlite3LocateTable,1121,1840
859,sqlite3SchemaToIndex,259,624
860,sqlite3MPrintf,125,968
861,sqlite3VdbeCreate,510,1288
862,sqlite3VdbeAddOp4Int,488,1312
863,sqlite3VdbeChangeP5,163,584
864,sqlite3VdbeAddOpList,858,1432
865,sqlite3VdbeUsesBtree,276,1040
866,sqlite3VdbeChangeP4,738,1216
867,sqlite3VdbeMakeReady,2567,2880
868,sqlite3ReadSchema,386,1064
869,sqlite3FindTable,2007,2472
870,sqlite3HashFind,108,952
