workload,label,budget,code_size,e2e,exec,waiting,compilation,interpret,jit,async,specialize,static
default,sweep,0.0,0,1060000000,1060000000,0,0,68,0,0,0,0
default,sweep,14.0,0,1060000000,1060000000,0,0,68,0,0,0,0
default,sweep,32.0,0,1060000000,1060000000,0,0,68,0,0,0,0
default,sweep,75.0,0,1060000000,1060000000,0,0,68,0,0,0,0
default,sweep,175.0,0,1060000000,1060000000,0,0,68,0,0,0,0
default,sweep,406.0,0,1060000000,1060000000,0,0,68,0,0,0,0
default,sweep,942.0,0,1060000000,1060000000,0,0,68,0,0,0,0
default,sweep,2187.0,2120,311186065,300000000,11186065,22372130,67,0,1,0,0
default,sweep,4096.0,3320,75764168,60000000,15764168,31528336,66,0,2,0,0
default,sweep,5074.0,4520,71186065,60000000,11186065,22372130,66,0,1,0,1
default,sweep,11776.0,10976,60000000,60000000,0,0,62,0,0,0,6
default,sweep,16384.0,15840,60000000,60000000,0,0,59,0,0,0,9
default,sweep,27327.0,26192,50000000,50000000,0,0,62,0,0,0,6
default,sweep,63417.0,62064,50000000,50000000,0,0,42,0,0,0,26
default,sweep,65536.0,64400,50000000,50000000,0,0,41,0,0,0,27
default,sweep,147168.0,147168,50000000,50000000,0,0,27,0,0,0,41
default,interpret,,0,1060000000,1060000000,0,0,68,0,0,0,0
default,jit,,73584,568787518,50000000,518787518,518787518,0,68,0,0,0
default,static,,170920,50000000,50000000,0,0,0,0,0,0,68
default,unbounded min-E2E,,147168,50000000,50000000,0,0,27,0,0,0,41
